0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","6313961 (Sixty Three Lakh Thirteen Thousand Nine Hundred
Sixty One)",5370077 (Fifty Three Lakh Seventy Thousand Seventy Seven),"4040348 (Forty Lakh Forty Thousand Three Hundred Forty
Eight)"
New Equipment and software for Laboratories,"26004456 (Two Cores Sixty Lakh Four Thousand Four
Hundred Fifty Six)","10090927 (One Crore Ninety Thousand Nine Hundred Twenty
Seven)","6563858 (Sixty Five Lakh Sixty Three Thousand Eight hundred
fifty Eight)"
Engineering Workshops,"7186602 (Seventy One Lakh Eighty Six Thousand Six Hundred
Two)","13508475 (One Crore Thirty Five Lakh Eight Thousand Four
Hundred Seventy Five)",5866005 (Fifty Eight Lakh Sixty Six Thousand Five)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","45640811 (Four Cores Fifty Six Lakh Forty Thousand Eight
Hundred Eleven)","53490857 (Five Crore thirty Four Lakh Ninety Thousand Eight
hundred fifty Seven)","15418500 (One Core Fifty Four Lakh Eighteen Thousand Five
Hundred)"
