0,1,2,3
Total no. of Sponsored Projects,81,89,108
Total no. of Funding Agencies,30,37,45
Total Amount Received (Amount in Rupees),384600187,359671755,479369557
Amount Received in Words,"Rupees Thirty Eight Crore Forty Six Lakh One Hundred and
Eighty Seven only","Rupees Thirty Five Crore Ninety Six Lakh Seventy One
Thousand Seven Hundred and Fifty Five Only","Rupees Forty Seven Crore Ninety Three Lakh Sixty Nine
Thousand Five Hundred and Fifty Seven Only"
