0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","3711507 (Thirty seven lakhs eleven thousand five hundred and
seven)","2507585 (Twenty Five Lakh Seven thousand Five Hundred
and Eighty Five)",2254080 (Twenty two lakh fifty four thousand and eighty only )
New Equipment and software for Laboratories,"41666991 (Four crore sixteen lakhs sixty six thousand nine
hundred and ninety one)","4289562 (Forty two lakh eighty nine thousand five hundred and
sixty two)",116703 (one lakh sixteen thousand seven hundred and three)
Engineering Workshops,3024097 (Thirthy lakh twenty four thousand and ninety seven),200000 (Two lakh),400000 (Four lakh)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","14243608 (One crore forty two lakhs forty three thousand six
hundred and eight)","2572796 (Twenty five lakh seventy two thousand seven
hundred and ninety six)","2241273 (Twenty two lakh forty one thousand two hundred and
seventy three)"
