0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,21,12,41
Total no. of Client Organizations,18,8,17
Total Amount Received (Amount in Rupees),774421,837717,630137
Amount Received in Words,"Seven Lakh Seventy Four Thousand Four Hundred and
Twenty One","Eight Lakh Thirty Seven Thousand Seven Hundred and
Seventeen",Six Lakh Thirty Thousand One Hundred and Thirty Seven
