0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"456252355 (Forty Five Crore Sixty Two Lac Fifty Two
Thousand Three Hundred Fifty Five)","454311197 (Forty Five Crore Forty Three Lac Eleven
Thousand One Hundred Ninety Seven)","433488053 (Forty Three Crore Thirty Four Lac Eighty Eight
Thousand Fifty Three)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","123169396 (Twelve Crore Thirty One Lac Sixty Nine Thousand
Three Hundred Ninety Six)","117576930 (Eleven Crore Seventy Five Lac Seventy Six
Thousand Nine Hundred Thirty)","146337257 (Fourteen Crore Sixty Three Lac Thirty Seven
Thousand Two Hundred Fifty Seven)"
Seminars/Conferences/Workshops,"3043690 (Thirty Lac Forty Three Thousand Six Hundred
Ninety)",1504819 (Fifteen Lac Four Thousand Eight Hundred Nineteen),"7234149 (Seventy Two Lac Thirty Four Thousand One
Hundred Forty Nine)"
