0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Sponsored Projects,42,45,50
Total no. of Funding Agencies,6,7,7
Total Amount Received (Amount in Rupees),28702725,11956557,19749541
Amount Received in Words,"Two Crore Eighty Seven Lakh Two Thousand seven Hundred
Twenty Five only","One Crore Nineteen Lakh Fifty Six Thousand Five Hundred
Fifty Seven only","One Crore Ninety Seven Lakh Forty Nine Thousand Five
Hundred Forty One only"
