0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),44608000 (Four Crore Forty Six Lac Eight Thousand),"46275900 (Four Crore Sixty Two Lac Seventy Five Thousand
Nine Hundred)","44072300 (Four Crore Forty Lac Seventy Two Thousand Three
Hundred)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","32099152 (Three Crore Twenty Lac Ninety Nine Thousand
One Hundred Fifty Two)","62584150 (Six Crore Twenty Five Lac Eighty Four Thousand
One Hundred Fifty)",59065080 (Five Crore Ninety Lac Sixty Five Thousand Eighty)
Seminars/Conferences/Workshops,7419000 (Seventy Four Lac Nineteen Thousand),"14785600 (One Crore Forty Seven Lac Eighty Five Thousand
Six Hundred)","9562490 (Ninety Five Lac Sixty Two Thousand Four Hundred
Ninety)"
