0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","2237287 (Twenty Two Lakh Thirty Seven Thousand Two
Hundred Eighty Seven)","2078815 (Twenty Lakh Seventy Eight Thousand Eight Hundred
Fifteen)",899035 (Eight Lakh Ninety Nine Thousand Thirty Five)
New Equipment and software for Laboratories,"16991636 (One Crore Sixty Nine Lakh Ninety One Thousand
Six Hundred Thirty Six)","11842218 (One Crore Eighteen Lakh Forty Two Thousand Two
Hundred Eighteen)","10508150 (One Crore Five Lakh Eight Thousand One Hundred
Fifty)"
Engineering Workshops,"5836746 (Fifty Eight Lakh Thirty Six Thousand Seven Hundred
Forty Six)","5673850 (Fifty Six Lakh Seventy Three Thousand Eight
Hundred Fifty)","5378668 (Fifty Three Lakh Seventy Eight Thousand Six
Hundred Sixty Eight)"
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","50053160 (Five Crore Fifty Three Thousand One Hundred
Sixty)","48543825 (Four Crore Eighty Five Lakh Forty Three Thousand
Eight Hundred Twenty Five)","20510131 (Two Crore Five Lakh Ten Thousand One Hundred
Thirty One)"
