0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","9909529 (Ninety Nine Lakhs Nine Thousand Five Hundred and
Twenty Nine only)","5104565 (Fifty One Lakhs Four Thousand Five Hundred and
Sixty Five Only)","13100197 (One Crore Thirty One Lakhs One Hundred and
Ninety Seven only)"
New Equipment and software for Laboratories,"18523357 (One Crore Eighty Five Lakhs Twenty Three
Thousand Three Hundred and Fifty Seven only)","34485179 (Three Crores Forty Four Lakhs Eighty Five
Thousand One Hundred and Seventy Nine only)","35760930 (Three Crores Fifty Seven Lakhs Sixty Thousand
Nine Hundred and Thirty only)"
Engineering Workshops,147500 (One Lakh Forty Seven Thousand Five Hundred only),"98345 (Ninety Eight Thousand Three Hundred and Forty Five
only)","61383 (Sixty One Thousand Three Hundred and Eighty Three
only)"
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","426214 (Four Lakhs Twenty Six Thousand Two Hundred and
Fourteen only)","2776660 (Twenty Seven Lakhs Seventy Six Thousand Six
Hundred and Sixty only)","32336082 (Three Crores Twenty Three Lakhs Thirty Six
Thousand Eighty Two only)"
