0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","20788074 (Two Crore Seven Lakh Eighty Eight Thousand
Seventy Four only)","24748104 (Two Crore Forty Seven Lakh Forty Eight Thousand
One Hundred and Four only)","22151071 (Two Crore Twenty Onle Lakh Fifty One Thousand
Seventy One only)"
New Equipment and software for Laboratories,"60392171 (Six Crore Three Lakh Ninety Two Thousand One
Hundred Seventy One only)","54267062 (Five Crore Forty Two Lakh Sixty Seven Thousand
Sixty Two only)","43123742 (Four Crore Thirty One Lakh Twenty Three
Thousand Seven Hundred Forty Two only)"
Engineering Workshops,17800000 (One Crore Seventy Eight Lakh only),"19852000 (One Crore Ninety Eight Lakh Fifty Two Thousand
only)",0 (zero)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)",35600000 (Three Crore Fifty Six Lakh only),"45264832 (Four Crore Fifty Two Lakh Sixty Four Thousand
Eight Hundred Thirty Two only)",0 (zero)
