0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,64,93,58
Total no. of Client Organizations,44,49,48
Total Amount Received (Amount in Rupees),6676389,5316075,4674773
Amount Received in Words,sixty six lakhs seventy six thousand three hundred eighty nine,fifty three lakhs sixteen thousand seventy five,"fourty six lakhs seventy four thousand seven hundred seventy
three"
