0,1,2,3
Total Amount Received (Amount in Rupees),7549288,4141217,3437950
Amount Received in Words,"Seventy Five Lakh Forty Nine Thousand Two Hundred Eighty
Eight","Forty One Lakh Forty One Thousand Two Hundred Seventeen
Only","Thirty Four Lakh Thirty Seven Thousand Nine Hundred Fifty
Only"
