0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","7501144 (Seventy Five Lakh One Thousand One Hundred
Forty Four)","211468 (Two Lakhs Eleven Thousand Four Hundred and Sixty
Eight)","345721 (Three Lakhs Forty Five Thousand Seven Hundred
Twenty One)"
New Equipment and software for Laboratories,560500 (Five Lakh Sixty Thousand Five Hundred),"520805 (Five Lakhs Twenty Thousand Eight Hundred and
Five)",31725 (Thirty One Thousand Seven Hundred Twenty Five)
Engineering Workshops,"7730491 (Seventy Seven Lakh Thirty Thousand Four Hundred
Ninety One)",0 (Zero),0 (Zero)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","109904318 (Ten Crores Ninety Nine Lakhs Four Thousand
Three Hundred Eighteen)","1252913 (Twelve Lakhs Fifty Thousand Nine Hundred and
Thirteen)","1863361 (Eighteen Lakhs Sixty Three Thousand Three
Hundred Sixty One)"
