0,1,2,3
Total Amount Received (Amount in Rupees),75460997,90650325,50786548
Amount Received in Words,"Seven Crore Fifty Four Lac Sixty Thousand Nine Hundred
Ninety Seven",Nine Crore Six Lac Fifty Thousand Three Hundred Twenty Five,"Five Crore Seven Lac Eighty Six Thousand Five Hundred Forty
Eight"
