0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"148990987 (Fourteen Crore Eighty Nine Lakh Ninety Thousand
Nine Hundred Eighty Seven Only)","145683709 (Fourteen Crore Fifty Six Lakh Eighty Three
Thousand Seven Hundred Nine Only)","107275115 (Ten Crore Seventy Two Lakh Seventy Five
Thousand One Hundred Fifteen Only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","25436775 (TWO CRORE FIFTY FOUR LAKH THIRTY SIX
THOUSAND SEVEN HUNDRED AND SEVENTY FIVE ONLY)","43792691 (FOUR CRORE THIRTY SEVEN LAKH NINETY
TWO THOUSAND SIX HUNDRED AND NINETY ONE ONLY)","57479800 (FIVE CRORE SEVENTY FOUR LAKH SEVENTY
NINE THOUSAND EIGHT HUNDRED)"
Seminars/Conferences/Workshops,"68164 (Sixty Eight Thousand One Hundred and Sixty Four
Only)","857281 (Eight Lakh Fifty Seven Thousand Two Hundred and
Eighty One Only)","1065354 (Ten Lakh Sixty Five Thousand Three Hundred and
Fifty Four Only)"
