0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)",62500000 (Six crores twenty five lakhs),45500000 (Four crores fifty five lakhs),41000000 (Four crores ten lakhs)
New Equipment and software for Laboratories,215800000 (Twenty one crores fifty eight lakhs),152000000 (Fifteen crores twenty lakhs),61500000 (Six crores fifteen lakhs)
Engineering Workshops,12400000 (One crore twenty four lakh),5500000 (Fifty five lakhs),1030537 (Ten lakh thirty thousand five hundred thirty seven)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)",82600000 (Eight crore twenty six lakhs),42000000 (Four crore twenty lakhs),45000000 (Four crore fifty lakhs)
