0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,69,49,270
Total no. of Client Organizations,52,285,403
Total Amount Received (Amount in Rupees),2566224,5821588,12592398
Amount Received in Words,"Twenty five lakhs sixty six thousand two hundred and twenty
four only","Fifty eight lakhs twenty one thousand five hundred and eighty
eight only","One crore twenty five lakhs ninety two thousand three hundred
and ninety eight only"
