0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,86,117,90
Total no. of Client Organizations,48,72,52
Total Amount Received (Amount in Rupees),10662851,7150230,5554629
Amount Received in Words,"One Crore Six Lakhs Sixty Two Thousand Eight Hundred Fifty
One",Seventy One Lakh Fifty Thousand Two Hundred Thirty,Fifty Five Lakhs Fifty Four Thousand Six Hundred Twenty Nine
