0,1,2,3,4,5,6,7
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students graduating in minimum
stipulated time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2017-18,458,366,2018-19,307,139,"525000(FIve lakh
twenty five thousand
only)",35
2018-19,458,362,2019-20,294,92,"650000(Six Lakh Fifty
thousand only)",75
