0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,4,8,7
Total no. of Client Organizations,4,8,3
Total Amount Received (Amount in Rupees),5750258,4176800,17950000
Amount Received in Words,Fifty Seven Lakh Fifty Thousand Two Hundred Fifty Eight,Forty One Lakh Seventy Six Thousand Eight Hundred,One Crore Seventy Nine Lakh Fifty Thousand
