0,1,2,3
,,Total Students,
Full Time,,2408,
Part Time,,0,
No. of Ph.D students graduated (including Integrated Ph.D),,,
,2020-21,2019-20,2018-19
Full Time,319,402,345
Part Time,0,0,0
