0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,27,11,7
Total no. of Client Organizations,3,11,7
Total Amount Received (Amount in Rupees),21900000,7735000,8520000
Amount Received in Words,Two crore nineteen lacs only,Seventy seven lac thirty five thousand only,Eighty five lacs twenty thousand
