0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,18,26,53
Total no. of Client Organizations,10,4,13
Total Amount Received (Amount in Rupees),6622416,17731479,18577713
Amount Received in Words,"Rupees Sixty Six Lakh Twenty Two Thousand Four Hundred
Sixteen Only","Rupees One Crore Seventy Seven Lakh Thirty One Thousand
Four Hundred Seventy Nine Only","Rupees One Crore Eighty Five Lakh Seventy Seven Thousand
Seven Hundred Thirteen Only"
