0,1,2,3,4,5,6,7
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students graduating in minimum
stipulated time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2017-18,43,42,2018-19,36,26,"425000(Four Lakhs
Twenty Five
Thousand)",4
2018-19,43,41,2019-20,37,21,"450000(Four Lakhs
Fifty Thousand)",5
2019-20,43,49,2020-21,41,35,500000(Five Lakhs),6
