0,1,2,3
Total Amount Received (Amount in Rupees),58186996,20796186,60230225
Amount Received in Words,"Five Crores Eighty One Lakhs Eighty Six Thousand Nine
Hundred Ninety Six","Two Crore Seven Lakh Ninety Six Thousand One Hundred
Eighty Six","Six Crore Two Lakh Thirty Thousand Two Hundred Twenty
Five"
