0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","44181502 (Four Crore Forty One Lakh Eighty One Thousand
Five Hundred and Two)","23237129 (Two Crore Thirty Two Lakh Thirty Seven Thousand
One Hundred and Twenty Nine)","56533126 (Five Crore Sixty Five Lakhs Thirty Three Thousand
One Hundred and Twenty Six)"
New Equipment and software for Laboratories,"166373813 (Sixteen Crore Sixty Three Lakh Seventy Three
Thousand Eight Hundred and Thirteen)","588778004 (Fifty Eight Crore Eighty Seven Lakh Seventy Eight
Thousand and Four)","274883588 (Twenty Seven Crore Forty Eight Lakhs Eighty
Three Thousand Five Hundred and Eighty Eight)"
Engineering Workshops,"3958151 (Thirty Nine Lakh Fifty Eight Thousand One Hundred
and Fifty One)",4100478 (Forty One Lakh Four Hundred and Seventy Eight),"4207681 (Forty Two Lakhs Seven Thousand Six Hundred and
Eighty One)"
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","210115408 (TWENTY ONE CRORE ONE LAKH FIFTEEN
THOUSAND FOUR HUNDRED AND EIGHT ONLY)","145766665 (Fourteen Crore Fifty Seven Lakh Sixty Six
Thousand Six Hundred and Sixty Five)","183740924 (Eighteen Crore Thirty Seven Lakh Forty Thousand
Nine Hundred and Twenty Four)"
