0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"275430747 (Twenty seven crores fifty four lakhs thirty
thousand seven hundred forty seven only)","274052813 (Twenty Seven Crores Forty Lakhs Fifty two
thousand Eight Hundred and thirteen only)","230935997 (Twenty three crores nine lakhs thirty five thousand
nine hundred ninety seven only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","141396660 (Fourteen crores thirteen lakhs ninety six thousand
six hundred and sixty only)","147063887 (Fourteen Crores Seventy Lakhs Sixty three
thousand eight hundred and eighty seven only)","167290618 (Sixteen crores seventy two lakhs ninety thousand
six hundred and eighteen only)"
Seminars/Conferences/Workshops,"6108235 (Sixty one lakhs eight thousand two hundred and
thirty five only)","5521173 (Fifty five lakhs twenty one thousand one hundred
seventy three only)","2470672 (twenty four lakhs seventy thousand six hundred and
seventy two only)"
