0,1,2,3
Total Amount Received (Amount in Rupees),27526917,40814742,40613096
Amount Received in Words,"Two crores seventy five lakhs twenty six thousands nine
hundred seventeen","Four crores eight lakhs fourteen thousands seven hundred
forty two",Four crores six lakhs thirteen thousands ninety six
