0,1,2,3
Total Amount Received (Amount in Rupees),8493757,13751685,7281742
Amount Received in Words,"EightyFour Lakh NinetyThree Thousand Seven Hundred Fifty
Seven Only","One Crore ThirtySeven Lakh FiftyOne Thousand Six Hundred
EightyFive Only","SeventyTwo Lakh EightyOne Thousand Seven Hundred
FourtyTwo Only"
