0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,112,119,105
Total no. of Client Organizations,295,102,85
Total Amount Received (Amount in Rupees),21309263,25502689,16358885
Amount Received in Words,"Twenty one million three hundred nine thousand two hundred
sixty three","Twenty five million forty four thousand nine hundred seventy
four","Sixteen million three hundred fifty eight thousand eight hundred
eighty five"
