0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"259627827 (Twenty Five Crore Ninety Six lakh Twenty Seven
Thousand Eight Hundred Twenty Seven Rupees)","272439000 (Twenty Seven Crore Twenty Four lakh Thirty Nine
Thousand Rupees)",269700000 (Twenty Six Crore Ninety Seven lakh Rupees)
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","37928947 (Three Crore Seventy Nine lakh Twenty Eight
Thousand Nine Hundred Forty Seven Rupees)","116323700 (Eleven Crore Sixty Three lakh Twenty Three
Thousand Seven Hundred Rupees)","124979000 (Twelve Crore Forty Nine lakh Seventy Nine
Thousand Rupees)"
Seminars/Conferences/Workshops,"2521558 (Twenty Five lakh Twenty One Thousand Five
Hundred Fifty Eight Rupees)",2141000 (Twenty One lakh Forty One Thousand Rupees),3839000 (Thirty Eight lakh Thirty Nine Thousand Rupees)
