0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"150481766 (Fifteen crores four lakhs eighty one thousand
seven hundred sixty six)","176356414 (Seventeen crores sixty three lakhs fifty six
thousand four hundred fourteen)","112233063 (Eleven crores twenty two lakhs thirty three
thousand sixty three)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","42148588 (Four crores twenty one lakhs forty eight thousand
five hundred eighty eight)","33592904 (Three crores thirty five lakhs ninety two thousand
nine hundred four)","1755981 (Seventeen lakhs fifty five thousand nine hundred
eighty one)"
Seminars/Conferences/Workshops,1512904 (Fifteen lakhs twelve thousand nine hundred four),"25849582 (Two crores fifty eight lakhs forty nine thousand five
hundred eighty two)","18895227 (One crore eighty eight lakhs ninety five thousand
two hundred twenty seven)"
