0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"369955828 (Thirty Six Crores Ninety Nine Lakhs Fifty Five
Thousand Eight Hundred and Twenty Eight only)","367820523 (Thirty Six Crores Seventy Eight Lakhs Twenty
Thousand Five Hundred and Twenty Three only)","339667040 (Thirty Three Crores Ninety Six Lakhs Sixty Seven
Thousand and Forty only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","137028979 (Thirteen Crores Seventy Lakhs Twenty Eight
Thousand Nine Hundred and Seventy Nine only)","123330877 (Twelve Crores Thirty Three Lakhs Thirty
Thousand Eight Hundred and Seventy Seven only)","103814487 (Ten Crores Thirty Eighty Lakhs Fourteen
Thousand Four Hundred and Eighty Seven Only)"
Seminars/Conferences/Workshops,"8223413 (Eighty Two Lakhs Twenty Three Thousand Four
Hundred and Thirteen only)","9168866 (Ninety One Lakhs Sixty Eight Thousand Eight
Hundred and Sixty Six only)","7548302 (Seventy Five Lakhs Forty Eight Thousand Three
Hundred and Two only)"
