0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,298,397,481
Total no. of Client Organizations,172,273,368
Total Amount Received (Amount in Rupees),40140453,47304522,67765126
Amount Received in Words,"Four Crores One Lakh Forty Thousand Four Hundred Fifty
Three only","Four Crores Seventy Three Lakhs Four Thousand Five
Hundred Twenty Two Only","Six Crores Seventy Seven Lakhs Sixty Five Thousand One
Hundred Twenty Six only"
