0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,18,20,20
Total no. of Client Organizations,18,24,15
Total Amount Received (Amount in Rupees),34578847,64898212,35682749
Amount Received in Words,"RUPEES THREE CRORES FORTY FIVE LAKHS SEVENTY
EIGHT THOUSAND EIGHT HUNDRED AND FORTY SEVEN
ONLY","RUPEES SIX CRORES FORTY EIGHT LAKHS NINETY
EIGHT THOUSAND TWO HUNDRED AND TWELVE ONLY","RUPEES THREE CRORES FIFTY SIX LAKHS EIGHTY TWO
THOUSAND SEVEN HUNDRED AND FORTY NINE ONLY"
