0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,185,212,201
Total no. of Client Organizations,45,56,52
Total Amount Received (Amount in Rupees),142188000,73002050,62144000
Amount Received in Words,fourteen crores twenty one lakh eighty eight thousand,seven crores thirty lakhs two thousand fifty,six crores twenty one lakh forty four thousand
