0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,783,785,615
Total no. of Client Organizations,783,785,615
Total Amount Received (Amount in Rupees),4732593,7574086,5896016
Amount Received in Words,"FORTY SEVEN LAKH THIRTY TWO THOUSAND FIVE
HUNDRED AND NINETY THREE ONLY","SEVENTY FIVE LAKH SEVENTY FOUR THOUSAND AND
EIGHTY SIX ONLY","FIFTY EIGHT LAKH NINETY SIX THOUSAND AND SIXTEEN
ONLY"
