0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,235,330,220
Total no. of Client Organizations,121,113,102
Total Amount Received (Amount in Rupees),25931000,19782000,19667684
Amount Received in Words,Two Crore Fifty Nine Lakh Thirty One Thousand,One Crore Ninety Seven Lakh Eighty Two Thousand,"One Crore Ninety Six Lakh Sixty Seven Thousand Six Hundred
Eighty Four"
