0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,68,124,154
Total no. of Client Organizations,55,85,88
Total Amount Received (Amount in Rupees),4374620,6870369,15226082
Amount Received in Words,"Forty three lakh seventy four thousand six hundred and twenty
only","Sixty eight lakh seventy thousand three hundred and sixty nine
only",One crore fifty two lakh twenty six thousand eighty two only
