0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"925167201 (Ninety Two Crores Fifty One Lakhs Sixty Seven
Thousand Two Hundred One )","779187251 (Seventy seven crores ninety one lakhs eighty
seventy thousand two hundred fifty one )","757262947 (Seventy five crores seventy two lakhs sixty two
thousand nine hundred forty seven)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","363782988 (THIRTY SIX CRORE THIRTY SEVEN LAKH
EIGHTY TWO THOUSAND NINE HUNDRED AND EIGHTY
EIGHT ONLY)","726177233 (SEVENTY TWO CRORE SIXTY ONE LAKH
SEVENTY SEVEN THOUSAND TWO HUNDRED AND
THIRTY THREE ONLY)","686598760 (SIXTY EIGHT CRORE SIXTY FIVE LAKH
NINETY EIGHT THOUSAND SEVEN HUNDRED AND SIXTY
ONLY)"
Seminars/Conferences/Workshops,623654 (Six lakhs twenty three thousand six hundred fifty four),"1669663 (Sixteen lakhs sixty nine thousand six hundred sixty
three)","1243454 (Twelve lakhs forty three thousand four hundred fifty
four)"
