0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Sponsored Projects,117,71,114
Total no. of Funding Agencies,47,27,40
Total Amount Received (Amount in Rupees),548289485,221030068,361427487
Amount Received in Words,"Rupees Fifty Four Crore Eighty Two Lakh Eighty Nine
Thousand Four Hundred And Eighty Five Only","Rupees Twenty Two Crore Ten Lakh Thirty Thousand Sixty
Eight Only","Rupees Thirty Six Crore Fourteen Lakh Twenty Seven
Thousand Four Hundred Eighty Seven Only"
