0,1,2,3,4,5,6,7
2018-19,492,426,2019-20,417,379,"820000(Rupees Eight
Lakh Twenty
Thousand Only)",38
2019-20,533,496,2020-21,459,362,"902000(Rupees Nine
Lakh Two Thousand
Only)",97
