0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,10,7,0
Total no. of Client Organizations,4,3,0
Total Amount Received (Amount in Rupees),10941470,6467736,0
Amount Received in Words,"One Crore Nine Lakhs Forty One Thousand Four Hundred
Seventy Only","Sixty Four Lac Sixty seven Thousand Seven Hundred and
Thirty Six",Zero
