0,1,2,3
Total no. of Sponsored Projects,21,17,8
Total no. of Funding Agencies,11,10,7
Total Amount Received (Amount in Rupees),58500000,8739554,2585000
Amount Received in Words,Five Crore Eighty Five Lakhs Only,"Eighty Seven Lakhs Thirty Nine Thousand Five Hundred Fifty
Four Only",Twenty Five Lakhs Eighty Five Thousand Only
