0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,55,53,76
Total no. of Client Organizations,29,37,64
Total Amount Received (Amount in Rupees),13276028,12130477,20811484
Amount Received in Words,"One Crore Thirty Two Lakh Seventy Six Thousand Twenty
Eight","One Crore Twenty One Lakh Thirty Thousand Four Hundred
Seventy Seven","Two Crore Eight Lakh Eleven Thousand Four Hundred Eighty
Four"
