0,1,2,3
Total Amount Received (Amount in Rupees),2041529,4929192,1028000
Amount Received in Words,Twenty Lakh Forty One Thousand Five Hundred Twenty Nine,"Forty Nine Lakh Twenty Nine Thousand One Hundered Ninety
Two",Ten Lakh Twenty Eight Thousand
