0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)",1669000 (Sixteen Lacs and Sixty Nine Thousand Only),2083000 (Twenty Lacs Eighty Three Thousand Only),1836000 (Eighteen Lacs Thirty Six Thousand Only)
New Equipment and software for Laboratories,1578000 (Fifteen Lacs and Seventy Eight Thousand Only),4044000 (Forty Lacs Forty Four Thousand Only),3465000 (Thirty Four Lacs Sixty Five thousand Only)
Engineering Workshops,457000 (Four Lacs and Fifty Seven Thousand Only),345000 (Three Lacs Forty Five Thousand Only),710000 (Seven Lacs Ten Thousand Only)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","2788000 (Twenty Seven Lacs and Eighty Eight Thousand
Only)","14797000 (One Crore Forty Seven Lacs Ninety Seven
Thousand Only)",6568000 (Sixty Five Lacs Sixty Eight Thousand Only)
