0,1,2,3,4,5,6,7
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students graduating in minimum
stipulated time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2017-18,126,48,2018-19,47,18,"370000(Three lakhs
Seventy Thousand)",19
2018-19,126,35,2019-20,29,12,"560000(Five Lakhs
Sixty Thousand)",9
2019-20,78,21,2020-21,14,9,"460000(Four Lakhs
Sixty Thousand)",4
