0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)",1750000 (Seventeen Lakh Fifty Thousand Only),"1957521 (Nineteen Lakh Fifty Seven thousand five Hundred
Twenty One Only)",2544000 (Twenty Five Lakh Forty Four Thousand Only)
New Equipment and software for Laboratories,15550000 (One Crore Fifty five Lakh Fifty thousand Only),"16267443 (One Crore Sixty two Lakh sixty seven thousand
Four Hundred Forty three Only)","16219000 (One Crore Sixty Two Lakh Nineteen Thousand
Only)"
Engineering Workshops,1745000 (Seventeen Lakh Forty Five Thousand only),"2049514 (Twenty Lakh Forty Nine thousand Five Hundred
Fourteen Only)",1848000 (Eighteen Lakh Forty eight Thousand Only)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","4815500 (Forty Eight Lakh Fifteen Thousand Five Hundred
only)","6516801 (Sixty five Lakh Sixteen Thousand Eight Hundred
Only)",767000 (Seven Lakh Sixty Seven Thousand Only)
