0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,30,30,30
Total no. of Client Organizations,112,165,120
Total Amount Received (Amount in Rupees),8725072,11526917,11500000
Amount Received in Words,Eighty Seven lakh Twenty Five Thousand Seventy Two only,"One Crore Fifteen Lakh Twenty Six Thousand Nine Hundred
Seventeen Only",One Crore Fifteen Lakh Only
