0,1,2,3
Total no. of Sponsored Projects,10,12,17
Total no. of Funding Agencies,5,10,12
Total Amount Received (Amount in Rupees),4378507,5964739,10664803
Amount Received in Words,"Forty Three Lakhs Seventy Eight Thousand Five Hundred and
Seven Only","Fifty Nine Lakhs Sixty Four Thousand Seven Hundred and
Thirty Nine Only","One Crore Six Lakhs Sixty Four Thousand Eight Hundred and
Three Only"
