0,1,2,3,4,5,6,7
2017-18,36,36,2018-19,30,18,"625000(Six Lakh
Twenty Five
Thousand)",12
2018-19,44,44,2019-20,35,17,"1150000(Eleven Lakh
Fifty Thousand)",13
2019-20,154,154,2020-21,126,70,1000000(Ten Lakhs),44
