0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,960,921,2016-17,80,2018-19,915,814,"410000(FOUR LAKHS
TEN THOUSAND
ONLY)",85
2016-17,960,909,2017-18,65,2019-20,910,864,"450000(FOUR LAKHS
FIFTY THOUSAND
ONLY)",46
2017-18,960,867,2018-19,51,2020-21,899,868,"530000(FIVE LAKHS
THIRTY THOUSAND
ONLY)",31
