0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","9243628 (Rupees ninety two lakhs forty three thousand six
hundred and twenty eight only)","8862706 (Rupees eighty eight lakhs sixty two thousand seven
hundred and six only)","7442409 (rupees Seventy four lakhs forty two thousand four
hundred and nine only)"
New Equipment and software for Laboratories,"7192459 (Rupees seventy one lakhs ninety two thousand four
hundred and fifty nine only)","25515171 (Rupees two crore fifty five lakhs fifteen thousand
and one hundred seventy one only)","26618089 (Rupees Two crore sixty six lakhs eighteen
thousand and eighty nine only)"
Engineering Workshops,"3352637 (Rupees thirty three lakhs fifty two thousand six
hundred and thirty seven only)","5813942 (Rupees fifty eight lakhs thirteen thousand nine
hundred and forty two only)","6620194 (Rupees Sixty Six Lakhs Twenty Thousand One
Hundred and Ninety Four only)"
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","13803489 (ONE CRORE THIRTY EIGHT LAKH THREE
THOUSAND FOUR HUNDRED AND EIGHTY NINE ONLY)","43358198 (FOUR CRORE THIRTY THREE LAKH FIFTY
EIGHT THOUSAND ONE HUNDRED AND NINETY EIGHT
ONLY)","17795052 (ONE CRORE SEVENTY SEVEN LAKH NINETY
FIVE THOUSAND AND FIFTY TWO ONLY)"
