0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,55,66,67
Total no. of Client Organizations,47,57,66
Total Amount Received (Amount in Rupees),27561586,26575254,13366325
Amount Received in Words,"Two Crores Seventy Five Lakh Sixty One Thousand Five
Hundred Eight Six","Two Crores Sixty Five Lakh Seventy Five Thousand Two
Hundred Fifty Four","One Crore Thirty Three Lakh Sixty Six Thousand Three
Hundred Twenty Five"
