0,1,2,3
Total Amount Received (Amount in Rupees),3082471,4351408,2911896
Amount Received in Words,"THIRTY LAKH EIGHTY TWO THOUSAND FOUR HUNDRED
SEVENTY ONE","FORTY THREE LACS FIFTY ONE THOUSAND FOUR
HUNDRED EIGHT","TWENTY NINE LACS ELEVEN THOUSAND EIGHT
HUNDRED NINETY SIX"
