0,1,2,3
Total Amount Received (Amount in Rupees),146801509,2219700,0
Amount Received in Words,"Fourteen Crores Sixty Eight Lacs One Thousand Five Hundred
Nine",Twenty Two Lacs Nineteen Thousand Seven Hundred,Zero
