0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,995,1159,1320
Total no. of Client Organizations,24,21,28
Total Amount Received (Amount in Rupees),3972632,3469191,3800580
Amount Received in Words,"Thirty nine lakhs seventy two thousand six hundred thirty two
only","Thirty four lakhs sixty nine thousand one hundred ninety one
only",Thirty eight lakhs five hundred eighty only
