0,1,2,3,4,5,6,7,8,9
Academic Year,"No. of first year
students intake in the
year","No. of first year
students admitted in
the year",Academic Year,"No. of students
admitted through
Lateral entry",Academic Year,"No. of students
graduating in
minimum stipulated
time","No. of students
placed","Median salary of
placed
graduates(Amount in
Rs.)","No. of students
selected for Higher
Studies"
2015-16,480,404,2016-17,14,2018-19,378,124,300000(Three Lakh),78
2016-17,720,650,2017-18,71,2019-20,542,243,"518000(Five Lakh
Eighteen Thousand)",39
2017-18,860,827,2018-19,27,2020-21,803,293,"445000(FOUR LAKH
FORTY FIVE
THOUSAND)",176
