0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Capital Expenditure on Academic Activities and Resources (excluding expenditure on buildings),,,
"Library ( Books, Journals and e-Resources only)","29662837 (Two crore Ninety six lakhs Sixty two thousand Eight
hundred and Thirty seven)","27073649 (Two crore Seventy Lakhs Seventy three thousand
Six hundred and Forty Nine)","52083584 (Five crore Twenty lakhs Eighty three thousand Five
hundred and Eighty four)"
New Equipment and software for Laboratories,"101447717 (Ten crore Fourteen lakhs Forty seven thousand
Seven hundred and Seventeen)","196235465 (Nineteen crore Sixty two Lakhs Thirty five
thousand Four hundred and Sixty five )","148547643 (Fourteen crore Eighty five Lakhs Fourty seven
thousand Six hundred and Forty three)"
Engineering Workshops,"8581560 (Eighty five lakhs Eight one thousand Five hundred
and Sixty)","9837070 (Ninety eight lakhs Thirty seven thousand and
Seventy)",9482000 (Ninety four Lakhs and Eighty two thousand)
"Other expenditure on creation of Capital Assets (For setting up
classrooms, seminar hall, conference hall , library, Lab, Engg
workshops excluding expenditure on Land and Building)","24627961 (Two crore forty six lakhs Twenty seven thousand
Nine hundred and Sixty one)","47116157 (Four crore Seventy one lakhs Sixteen thousand
One hundred and Fifty seven)","46772983 (Four crore Sixty seven lakhs Seventy two thousand
Nine hundred and Eighty three)"
