0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,866,943,867
Total no. of Client Organizations,572,526,413
Total Amount Received (Amount in Rupees),1760022604,1715292173,1368492534
Amount Received in Words,"One Hundred and Sevety Six Crore Twenty Two Thousand Six
Hundred and Four Only","One Hundred and Seventy One Crore Fifty Two Lakh Ninety
Two Thousand One Hundred and Seventy Three Only","One Hundred and Thirty Six Crore Eighty Four Lakh Ninety
Thousand Five Hundred Thirty Four Only"
