0,1,2,3
Financial Year,2020-21,2019-20,2018-19
,Utilised Amount,Utilised Amount,Utilised Amount
Annual Operational Expenditure,,,
Salaries (Teaching and Non Teaching staff),"273161068 (Twenty seven crore thirty one lakh sixty one
thousand sixty eight only)","274625533 (Twenty Seven Crore Forty Six Lakh Twenty Five
Thousand Five Hundred and Thirty Three Only)","267481000 (Twenty Six Crore Seventy Four Lakh Eighty One
Thousand Only)"
"Maintenance of Academic Infrastructure or consumables and
other running expenditures(excluding maintenance of hostels
and allied services,rent of the building, depreciation cost, etc)","48105956 (Four crore eighty one lakh five thousand nine
hundred fifty six only)","96857223 (Nine Crore Sixty Eight Lakh Fifty Seven Thousand
Two Hundred Twenty Three Only)","116554185 (Eleven Crore Sixty Five Lakh Fifty Four Thousand
One Hundred Eighty Five Only)"
Seminars/Conferences/Workshops,"435561 (Four lakh thirty five thousand five hundred sixty one
only)","4286089 (Forty Two Lakh Eighty Six Thousand Eighty Nine
Only)","5081391 (Fifty lakh Eighty one thousand three hundred ninety
one only)"
