0,1,2,3
Financial Year,2020-21,2019-20,2018-19
Total no. of Consultancy Projects,9,13,9
Total no. of Client Organizations,8,8,5
Total Amount Received (Amount in Rupees),688335,5151594,318973
Amount Received in Words,Six lakh eighty eight thousand three hundred thirty five only,"Fifty One Lakh Fifty One Thousand Five Hundred Ninety Four
Only","Three Lakh Eighteen Thousand Nine Hundred Seventy Three
Only"
