0,1,2,3
Total no. of Sponsored Projects,8,5,5
Total no. of Funding Agencies,2,2,2
Total Amount Received (Amount in Rupees),8996000,4450400,4406800
Amount Received in Words,Eighty Nine Lakhs Ninety Six Thousand Only,Forty four Lakhs Fifty Thousand Four Hundred Only,Forty four Lakhs Six Thousand Eight Hundred Only
